,song,year,artist,genre,lyrics
246636,adventure-of-a-lifetime,2015,coldplay,Rock,"Turn your magic on, to me she'd say
Everything you want's a dream away
We are legends, every day
That's what she told him
Turn your magic on, to me she'd say
Everything you want's a dream away
Under this pressure, under this weight
We are diamonds
I feel my heart beating
I feel my heart beneath my skin
I feel my heart beating
Oh, you make me feel
Like I'm alive again
Alive again
Oh, you make me feel
Like I'm alive again
Said I can't go on, not in this way
I'm a dream, I die by light of day
Gonna hold up half the sky and say
Only I own me
I feel my heart beating
I feel my heart beneath my skin
Oh, I can feel my heart beating
'Cause you make me feel
Like I'm alive again
Alive again
Oh, you make me feel
Like I'm alive again
Turn your magic on, to me she'd say
Everything you want's a dream away
Under this pressure, under this weight
We are diamonds taking shape
We are diamonds taking shape
(Woo hoo, woo hoo)
If we've only got this life
This adventure oh then I
If we've only got this life
You'll get me through, oh
If we've only got this life
And this adventure, oh then I
Wanna share it with you
With you, with you
Sing it, oh, say yeah!
(Woo hoo, woo hoo)
(Woo hoo, woo hoo)
(Woo hoo, woo hoo)
(Woo hoo, woo hoo)
(Woo hoo, woo hoo)
(Woo hoo, woo hoo)
(Woo hoo, woo hoo)
(Woo hoo, woo hoo)
(Woo hoo, woo hoo)
(Woo hoo, woo hoo)
(Woo hoo, woo hoo)
(Woo hoo, woo hoo)"
246637,hymn-for-the-weekend,2015,coldplay,Rock,"Drink from me, drink from me (oh-ah-oh-ah)
Then we'll shoot across the (symphony)
Then we'll shoot across the sky
Drink from me, drink from me (oh-ah-oh-ah)
Then we'll shoot across the (oh-ah-oh-ah)
Symphony
(So high, so high)
Then we'll shoot across the sky
Oh, angels sent from up above
You know you make my world light up
When I was down, when I was hurt
You came to lift me up
Life is a drink, and love's a drug
Oh now I think I must be miles up
When I was hurt, withered, dried up
You came to rain a flood
So drink from me, drink from me
When I was so thirsty
We're on a symphony
Now I just can't get enough
Put your wings on me, wings on me
When I was so heavy
We're on a symphony
When I'm lower, lower, lower, low
Ah-oh-ah-oh-ah
Got me feeling drunk and high
So high, so high
Oh-ah-oh-ah-oh-ah
I'm feeling drunk and high
So high, so high
(Woo)
(Woo-ooo-ooo-woo)
Oh, angels sent from up above
I feel it coursing through my blood
Life is a drink, your love's about
To make the stars come out
Put your wings on me, wings on me
When I was so heavy
We're on a symphony
When I'm lower, lower, lower, low
Ah-oh-ah-oh-ah
Got me feeling drunk and high
So high, so high
Oh-ah-oh-ah-oh-ah
I'm feeling drunk and high
So high, so high
Ah-oh-ah-oh-ah
La, la, la, la, la, la, la
So high, so high
Ah-oh-ah-oh-ah
I'm feeling drunk and high
So high, so high
Then we'll shoot across the sky
Then we'll shoot across the
Then we'll shoot across the sky
Then we'll shoot across the (then we'll shoot)
Then we'll shoot across the sky
Then we'll shoot across the
Then we'll shoot across the sky
Then we'll shoot across the"
246638,careful-where-you-stand,2001,coldplay,Rock,"I feel safe
I feel warm
When you're here, can I do no wrong?
I am cured, when I'm by you're side
I'm alright, yes I'm alright
I'm safe when I am with you
And I feel warm if you want me to
I am cured, when I'm by your side
I'm alright
Careful where you stand, my love
Careful where you lay your head
It's true we're always there
Looking out for one another
I feel safe when I'm with you
And I feel warm if you want me to
I am cured when you're all alone
I'm alright
Careful where you stand, my love
Careful where you lay your head
It's true we're always there
Looking out for one another
So I'd like a quiet town, please
I'd like a quiet town
Oh now now
Oh now now
And careful where you stand
And careful where you stand"
246639,for-you,2001,coldplay,Rock,"If you're lost and feel alone
Circumnavigate the globe
All you ever have to hope for two
And the way you seem to float
Circumnavigate in hope
And they seem to lose control
With you
Everyone of us is hurt
And everyone of us is scarred
Everyone of us is scared
Not you
Your eyes closed
Your head hurts
Your eyes feel so low
Everyone of us is scared
Everyone of us is hurt
Everyone of us has hope
For you
X10"
246640,shiver-jo-whiley-lunchtime-social,2001,coldplay,Rock,"So I look in your direction
But you pay me no attention, do you
I know you don't listen to me
'Cause you say you see straight through me, don't you
And on and on from the moment I wake
To the moment I sleep
I'll be there by your side
Just you try and stop me
I'll be waiting in line
Just to see if you can
Did she want me to change
Well I change for good
And I want you to know
But you always get your way
I wanted to say
Don't you shiver, shiver, shiver
I'll always be waiting for you
So you know how much I need you
But you never even see me, do you
And is this is my final chance of getting you
And on and on from the moment I wake
To the moment I sleep
I'll be there by your side
Just you try and stop me
I'll be waiting in line
Just to see if you care
Oh, oh, oh, oh
Did she want me to change
Well I change for good
And I want you to know
But you always get your way
I wanted to say
Don't you shiver
Don't you shiver
Sing it loud and clear
I'll always be waiting for you
Yeah I'll always be waiting for you
Yeah I'll always be waiting for you
Yeah I'll always be waiting for you
For you I will always be waiting
And it's you I see, but you don't see me
And it's you I hear, so loud and clear
I sing it loud and clear
And I'll always be waiting for you
So I look in your direction
But you pay me no attention
And you know how much I need you
But you never even see me"
246641,easy-to-please,2000,coldplay,Rock,"Love, I hope we get on
I hope we can find a way
Seeing it all
Love, I hope we can be
I hope I can find a way
Of letting you see
That I'm so easy to please
So easy
Love, I hope we grow up
I hope we can find a way
Of seeing it all
Love, I hope we can be
I hope I can find a way
Of letting you see
That I'm so easy to please
So easy"
246642,sparks,2000,coldplay,Rock,"Did I drive you away
I know what you'll say
You say, oh, sing one we know
But I promise you this
I'll always look out for you
That's what I'll do
I say oh
I say oh
My heart is yours
It's you that I hold on to
That's what I do
And I know I was wrong
But I won't let you down
(Oh yeah, yeah, yes I will)
I say oh
I cry oh
And I saw sparks
Yeah I saw sparks
And I saw sparks
Yeah I saw sparks
Sing it out
La, la, la, la, oh
La, la, la, la, oh
La, la, la, la, oh
La, la, la, la, oh"
246643,high-speed,2000,coldplay,Rock,"Can anybody fly this thing
Before my head explodes
Or my head starts to ring
We've been living life
Inside a bubble
We've been living life
Inside a bubble
Confidence in you
Is confidence in me
Is confidence in high speed
Can anybody stop this thing
Before my head explodes
Or my head starts to ring
We've been living life
Inside a bubble
We've been living life
Inside a bubble
Confidence in you
Is confidence in me
Is confidence in high speed
High speed
High speed
High speed you on
High speed you on
High speed you on
High speed you on"
246644,green-eyes,2000,coldplay,Rock,"Honey you are a rock
Upon which I stand
And I come here to talk
I hope you understand
That green eyes
Yeah the spotlight, shines upon you
And how could anybody deny you
I came here with a load
And it feels so much lighter
Now I met you
And honey you should know
That I could never go on without you
Green eyes
Honey you are the sea
Upon which I float
And I came here to talk
I think you should know
That green eyes
You're the one that I wanted to find
And anyone who tried to deny you
Must be out of their mind
Because I came here with a load
And it feels so much lighter
Since I met you
And honey you should know
That I could never go on without you
Green eyes
Green eyes
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Honey you are the rock
Upon which I stand"
246645,parachutes,2000,coldplay,Rock,"In a haze
A stormy haze
I'll be round
I'll be loving you always
Always
Here I am and I'll take my time
Here I am and I'll wait in line always
Always"
246646,we-never-change,2000,coldplay,Rock,"I want to live life
Never be cruel
I want to live life
Be good to you
I want to fly
And never come down
And live my life
And have friends around
We never change do we, no, no
We never learn do we
So I want to live in a wooden house
I want to live life always be true
I want to live life and be good to you
I want to fly and never come down
And live my life
And have friends around
We never change do we
No no
We never learn do we
So I want to live in a wooden house
Where making more friends would be easy
Oh and I don't have a soul to save
Yes and I sin every single day
We never change do we
We never learn do we
So I want to live in a wooden house
Where making more friends would be easy
I want to live where the sun comes out"
246647,no-more-keeping-my-feet-on-the-ground,2000,coldplay,Rock,"Sometimes I wake up when I'm falling asleep
I think that maybe the curtains are closing on me
But I wake up, yes I wake up smiling
[Chorus]
So what I feel fine
I'm okay, I've seen the lighter side of life
I'm alright I feel good
So ill go, ill try to start moving
Sometimes I wake up and I'm falling asleep
But I've got to get going, so much that I wanted to do
But I wake up smiling
And this could be my last chance
Of saving my innocence
And this could be my last chance
No more keeping my feet on the ground
Sometimes I feel the chance is surprising
Surprisingly good to be moving around
And I move, and I wake up smiling
[Chorus]
And this could be my last chance
Of saving my innocence
And this could be my last chance
No more keeping my feet on the ground
And there's nothing to keep them
Nothing to keep them down
And there's nothing to keep them
There's nothing to keep them down."
246648,spies,2000,coldplay,Rock,"I awake to find no peace of mind
I said how do you live as a fugitive
Down here where I cannot see so clear
I said, what do I know
Show me the right way to go
And the spies came out of the water
But you're feeling so bad 'cause you know
But the spies hide out in every corner
But you can't touch them no, 'cause they're all spies
They're all spies
I awake to see that no one is free
We're all fugitives
Look at the way we live
Down here, I cannot sleep from fear no
I said, which way do I turn
Oh I forget everything I learn
And the spies came out of the water
But you're feeling so bad 'cause you know
The spies hide out in every corner
But you can't touch them no
'Cause they're all spies
They're all spies
And if we all hide here
They're going to find us
And if we don't hide now
They're going to catch us where we sleep
And if we don't hide here
They're going to find us
And spies came out of the water
But you're feeling so good 'cause you know
Though spies hide out in every corner
They can't touch you no
'Cause they're just spies
They're just spies
They're just spies
They're just spies
They're just spies"
246649,bigger-stronger,2000,coldplay,Rock,"I want to be bigger stronger drive a faster car
To take me anywhere in seconds
To take me anywhere I want to go
And drive around a faster car
I will settle for nothing less
I will settle for nothing less
I want to be bigger stronger drive a faster car
At the touch of a button
I can go anywhere I want to go
And drive around my faster car
I will settle for nothing less
I will settle for nothing less
I think I want to change my attitude
I think I want to change my oxygen
I think I want to change my air
My atmosphere
I want to choke
I want to be bigger stronger drive a faster car
To take me anywhere in seconds
To take me anywhere I want to go
And drive around my faster car
I will settle for nothing less
I will settle for nothing less
I think I need to change my attitude
I think I want to change my oxygen
I think I want to change my air
My atmosphere
I want to choke
Bigger better
Bigger and better
Bigger and better
Bigger stronger drive a faster car
At the touch of a button
I can go anywhere I want to go"
246650,shiver,2000,coldplay,Rock,"So I look in your direction
But you pay me no attention, do you
I know you don't listen to me
'Cause you say you see straight through me, don't you
And on and on from the moment I wake
To the moment I sleep
I'll be there by your side
Just you try and stop me
I'll be waiting in line
Just to see if you can
Did she want me to change
Well I change for good
And I want you to know
But you always get your way
I wanted to say
Don't you shiver, shiver, shiver
I'll always be waiting for you
So you know how much I need you
But you never even see me, do you
And is this is my final chance of getting you
And on and on from the moment I wake
To the moment I sleep
I'll be there by your side
Just you try and stop me
I'll be waiting in line
Just to see if you care
Oh, oh, oh, oh
Did she want me to change
Well I change for good
And I want you to know
But you always get your way
I wanted to say
Don't you shiver
Don't you shiver
Sing it loud and clear
I'll always be waiting for you
Yeah I'll always be waiting for you
Yeah I'll always be waiting for you
Yeah I'll always be waiting for you
For you I will always be waiting
And it's you I see, but you don't see me
And it's you I hear, so loud and clear
I sing it loud and clear
And I'll always be waiting for you
So I look in your direction
But you pay me no attention
And you know how much I need you
But you never even see me"
246651,help-is-round-the-corner,2000,coldplay,Rock,"Stuck here
In the middle of no where
With a headache
And a heavy heart
Oh well nothing
Was going quite right here
And I'm tired
I can't play no part
Come on come on
Oh what a stake
I'm in
Come on come on
Why won't it just
Sake in
The help is just around the corner
For us
Oh my head
Just won't stop achin'
I'm sat here lickin' my ruins
I'm shattered
But I really doesn't matter
'Cause my rescue is gonna be here soon"
246652,trouble,2000,coldplay,Rock,"Oh no I see
A spider web it's tangled up with me
And I lost my head
And thought of all the stupid things I said
Oh no what's this
A spider web and I'm caught in the middle
So I turned to run
The thought of all the stupid things I've done
And I never meant to cause you trouble
And and I never meant to do you wrong
And ah well if I ever caused you trouble
Oh no I never meant to do you harm
Oh no I see
A spider web and it's me in the middle
So I twist and turn
Here am I in my little bubble
Singing out
I never meant to cause you trouble
And I never meant to do you wrong
And ah well if I ever caused you trouble
And oh no I never meant to do you harm"
246653,yellow,2000,coldplay,Rock,"Look at the stars
Look how they shine for you
And everything you do
Yeah they were all yellow
I came along
I wrote a song for you
And all the things you do
And it was called yellow
So then I took my turn
Oh what a thing to have done
And it was all yellow
Your skin
Oh yeah your skin and bones
Turn into something beautiful
You know you know I love you so
You know I love you so
I swam across
I jumped across for you
Oh what a thing to do
'Cause you were all yellow
I drew a line
I drew a line for you
Oh what a thing to do
And it was all yellow
Your skin
Oh yeah your skin and bones
Turn into something beautiful
And you know
For you I'd bleed myself dry
For you I'd bleed myself dry
It's true
Look how they shine for you
Look how they shine for you
Look how they shine for
Look how they shine for you
Look how they shine for you
Look how they shine
Look at the stars
Look how they shine for you
And all the things that you do"
246654,only-superstition,2000,coldplay,Rock,"The cardboard head I see
Has found its way to me
Its out and its out and its out
Making me cry
I sleep but I will not move
I'm too scared to leave my room
But I won't be defeated, oh no
[Chorus:]
What if cars don't go my way
And its sure to spoil my day?
But in voices loud and clear you say to me;
""Its only superstition
Its only your imagination
Its only all the things that you fear
And the things from which you can't escape""
Keep clean for the thousandth time
Stand still and wait in line
Some numbers are better than others
Oh no
[Chorus]
And its making me cry, and its making me cry
And I'm slipping away, I'm slipping away
Its only superstition, only your imagination
And its only superstition, only superstition."
246655,brothers-sisters,2000,coldplay,Rock,"Brothers and sisters unite
It's the time of your lives its the time of your lives
Break down, break down
Got to spread love around, got to spread it around
Brothers and sisters feel fine
It's the time of your lives, it's the time of your lives
There's no sound, no sound
Like this feeling you found like this feeling you found
But just stay down
Cause sometimes you feel
So stay down
And sometimes you feel
And it's me they're lookin' for
And it's me, I will never survive
But we'll be around some more
Brothers and sisters unite
It's the time of your lives, it's the time of your lives
Breakdown, breakdown
Got to spread love around, got to spread it all around
But just stay down
And sometimes you feel
So stay around
And sometimes you'll feel
And it's me they're looking for
And it's me, I will never survive
But well be around some more
It's gonna be alright
It's gonna be alright
It's gonna be alright"
246656,such-a-rush,2000,coldplay,Rock,"Such a rush to do nothing at all
Such a fuss to do nothing at all
Such a rush to do nothing at all
Such a rush to get nowhere at all
Such a fuss to do nothing at all
Such a rush.
And it's just like you said,
It's just like you said.
Such a rush to do nothing at all.
Such a fuss to get nowhere at all.
Such a rush X2
And it's just like you said.
It's just like you said.
So slow down please,
Just slow down,
So slow down please,
Just slow down.
Such a rush x15
Look at all the people going after money.
Far to many people looking for their money.
Everybody's out there, trying to get money.
Why can't you just tell me,
Try to get money, rush.
Such a rush.
They all rush.
Such a rush x7"
246657,everything-s-not-lost,2000,coldplay,Rock,"When I'm counting up my demons
Saw there was one for every day
With the good ones on my shoulder
I drove the other ones away
If you ever feel neglected
If you think all is lost
I'll be counting up my demons yeah
Hoping everything's not lost
When you thought that it was over
You could feel it all around
Everybody's out to get you
Don't you let it drag you down
'Cause if you ever feel neglected
If you think that all is lost
I'll be counting up my demons yeah
Hoping everything's not lost
If you ever feel neglected
If you think all is lost
I'll be counting up my demons yeah
Hoping everything's not lost
Singing out
Oh oh oh yeah, oh oh yeah, oh oh yeah
Everything's not lost
Come on yeah oh oh yeah come on yeah
Everything's not lost
Oh oh oh yeah oh oh yeah oh oh yeah
And everything's not lost
Come on yeah oh oh yeah come on yeah
Come on yeah oh oh yeah come on yeah
Everything's not lost
Sing out yeah oh oh yeah come on yeah
Everything's not lost
Come on yeah oh oh yeah sing out yeah
Everything's not lost
Now I never meant to do you wrong
But that's what I came here to say
But if I was wrong, then I'm sorry
I don't let it stand in our way
'Cause my head just hates when I think of
The things that I shouldn't have done
But life is for living, we all know
And I don't wanna live it alone
Sing out, ah ah
Sing ah ah ah
And just sing ah ah ah ah ah"
246658,don-t-panic,2000,coldplay,Rock,"Bones sinking like stones
All that we've fought for
Homes, places we've grown
All of us are done for
We live in a beautiful world
Yeah we do
Yeah we do
We live in a beautiful world
Bones sinking like stones
All that we've fought for
Homes, places we've grown
All of us are done for
We live in a beautiful world
Yeah we do
Yeah we do
We live in a beautiful world
We live in a beautiful world
Yeah we do
Yeah we do
We live in a beautiful world
Oh all that I know
There's nothing here to run from
'Cause here
Everybody here's got somebody to lean on"
246659,see-you-soon,2000,coldplay,Rock,"See you lost your trust and you never should have, you never should have.
Don't break your back if you ever see this.
Don't answer that.
In a bullet proof vest with the windows all closed
I'll be doing my best
I'll see you soon.
In a telescope lens when all you want is friends
I'll see you soon.
See, they came for you they came snapping at your heels, they came snapping at your heels.
Don't break your back if you ever see this.
Don't answer that.
In a bullet proof vest with the windows all closed
I'll be doing my best
I'll see you soon.
In a telescope lens when all you want is friends
I'll see you soon.
You lost your trust
You lost your trust
No don't lose your trust
No don't lose your trust"
246661,lovers-in-japan-reign-of-love,2008,coldplay,Rock,"Lovers, keep on the road you're on
Runners, until the race is run
Soldiers, you've got to soldier on
Sometimes even the right is wrong
They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day, we're gonna get out
Tonight maybe we're gonna run
Dreaming of the Osaka sun
Oh, oh,
Dreaming of when the morning comes
They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day the sun will come out
Oh,
Reign of love
I can't let it go
To the sea I offer
This heavy load
Locusts will
Lift me up
I'm just a prisoner
In a reign of love
Locusts will
Let us stop
I wish I'd spoken
To the reign of love
Reign of love
By the church, we're waiting
Reign of love
My knees go praying
How I wish
I'd spoken up
Or we'd be carried
On the reign of love"
246662,lost,2008,coldplay,Rock,"Just because I'm losing
Doesn't mean I'm lost
Doesn't mean I'll stop
Doesn't mean I will cross
Just because I'm hurting
Doesn't mean I'm hurt
Doesn't mean I didn't get what I deserve
No better and no worse
I just got lost
Every river that I've tried to cross
And every door I ever tried was locked
Oh, and I'm just waiting 'till the shine wears off.
You might be a big fish
In a little pond
Doesn't mean you've won
'Cause along may come
A bigger one
And you'll be lost
Every river that you tried to cross
Every gun you ever held went off
Oh, and I'm just waiting 'till the firing starts
Oh, and I'm just waiting 'till the shine wears off
Oh, and I'm just waiting 'till the shine wears off
Oh, and I'm just waiting 'till the shine wears off
Oh, and I'm just waiting 'till the shine wears off."
246663,brothers-and-sisters,2008,coldplay,Rock,"Brothers and sisters unite
It's the time of your lives its the time of your lives
Break down, break down
Got to spread love around, got to spread it around
Brothers and sisters feel fine
It's the time of your lives, it's the time of your lives
There's no sound, no sound
Like this feeling you found like this feeling you found
But just stay down
Cause sometimes you feel
So stay down
And sometimes you feel
And it's me they're lookin' for
And it's me, I will never survive
But we'll be around some more
Brothers and sisters unite
It's the time of your lives, it's the time of your lives
Breakdown, breakdown
Got to spread love around, got to spread it all around
But just stay down
And sometimes you feel
So stay around
And sometimes you'll feel
And it's me they're looking for
And it's me, I will never survive
But well be around some more
It's gonna be alright
It's gonna be alright
It's gonna be alright"
246664,violet-hill,2008,coldplay,Rock,"Was a long and dark December
From the rooftops I remember
There was snow
White snow
Clearly I remember
From the windows they were watching
While we froze down below
When the future's architecture
By a carnival of idiots on show
You'd better lie low
If you love me
Won't you let me know?
Was a long and dark December
When the banks became cathedrals
And the fog
Became God
Priests clutched onto bibles
Hollowed out to fit their rifles
And the cross was held aloft
Bury me in armor
When I'm dead and hit the ground
My nerves are poles that unfroze
If you love me
Won't you let me know?
I don't want to be a soldier
Who the captain of some sinking ship
Would stow
Far below
So if you love me
Why'd you let me go?
I took my love down to violet hill
There we sat in snow
All the time she was silent and still
So if you love me
Won't you let me know?
If you love me
Won't you let me know?"
246665,viva-la-vida,2008,coldplay,Rock,"I used to rule the world
Seas would rise when I gave the word
Now in the morning I sleep alone
Sweep the streets I used to own
I used to roll the dice
Feel the fear in my enemy's eyes
Listen as the crowd would sing
""Now the old king is dead! Long live the king!""
One minute I held the key
Next the walls were closed on me
And I discovered that my castles stand
Upon pillars of salt and pillars of sand
I hear Jerusalem bells are ringing
Roman Cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
Once you're gone there was never
Never an honest word
But that was when I ruled the world
It was the wicked and wild wind
Blew down the doors to let me in
Shattered windows and the sound of drums
People couldn't believe what I'd become
Revolutionaries wait
For my head on a silver plate
Just a puppet on a lonely string
Oh who would ever want to be king?
I hear Jerusalem bells are ringing
Roman Cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
I know Saint Peter won't call my name
Never an honest word
But that was when I ruled the world
Woahahahah oh, woahahah oh
Woahahahah oh, woahahah oh,
Woahahahah
I hear Jerusalem bells are ringing
Roman Cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
I know Saint Peter won't call my name
Never an honest word
But that was when I ruled the world
ooooooh ooh oooooh oh ooooooh oh oooooh ooh."
246666,talk-alternative-version,2008,coldplay,Rock,"Oh brother, I can't, I can't get through
I've been trying hard to reach you 'cause I don' know what to do
Oh brother, I can't believe it's true
I'm so scared about the future, and I wanna talk to you
Oh, I wanna talk to you
You can take a picture of something you see
In the future where will I be?
You can climb a ladder up to the sun
Or a write a song nobody has sung
Or do something that's never been done
Are you lost or incomplete?
Do you feel like a puzzle, you can't find your missing piece?
Tell me, how do you feel?
Well, I feel like they're talking in a language I don't speak
And they're talking it to me
So you take a picture of something you see
In the future where will I be?
You can climb a ladder up to the sun
Or write a song nobody has sung
Or do something that's never been done
Or do something that's never been done"
246667,cemeteries-of-london,2008,coldplay,Rock,"At night they would go walking 'till the breaking of the day
The morning is for sleeping
Through the dark streets, they go searching, to see God in their own way
Save the nighttime for your weeping
Your weeping
Singing la lalalalala la la
And the night over London lay
So we rode down to the river, where the toiling ghosts spring
For their curses to be broken
We'd go underneath the arches, where the witches are in the saying
There are ghost towns in the ocean
The ocean
Singing la lalalalala la la
And the night over London lay
God is in the houses and God is in my head
And all the cemeteries in London
I see God come in my garden, but I don't know what he said
For my heart it wasn't open
Not open
Singing la lalalalala la la
And the night over London lay
Singing la lalalalala la la
There's no light over London today."
246668,prospekt-s-march-poppyfields,2008,coldplay,Rock,"Smoke is rising from the houses
People Burying their dead
I ask somebody what the time is
But time doesn't matter to them yet
People talking without speaking
Trying to take what they can get
I ask you if you remember
Propekt, how could I forget?
Drums
Here it comes
Don't you wish that life could be as simple,
As fish swimming round in a barrel.
When you've got the gun?
Oh and I'll run
Here it comes
We're just two little figures in a soup bowl
Trying to get the anaconda control
When I wasn't one"
246669,rainy-day,2008,coldplay,Rock,"Then there was rain
The sky wore a veil of gold and gray
At night it was the bright of the moon with me
Time was just floating
Then there was rain
This town's foundations are crumbling
To the ground comes a bit of a tumbling
And time just floated away
We can watch it and stay and we can listen
Oh, rainy day, come round
Sometimes I just want it to slow down
And we're separated now
I'm down
But I love it when you come over to the house
I love it when you come over to my house
Then there was rain
And I spent the night with the Queen of Spain
My lonely little heart would've broke again
Times were vicious
Singing, deeper that the knife goes in the more you win
You win but with less than when you begin
Deeper that the knife goes in
Oooooooooooooooh
Ooh, rainy day come round
Sometimes I just want it to slow down
We're separated now
I'm down
But I love it when you come over to the house
I love it when you come over to my house
Aaaaah aaaah aaaaaah
Aaaaah aaaah aaaaaah
Aaaaah aaaah aaaaaah
But I love it when you come over to the house
I love it when you come over to my house
But I love it when you come over to the house
I love it when you come over to my house"
246670,reign-of-love,2008,coldplay,Rock,"Lovers, keep on the road you're on
Runners, until the race is run
Soldiers, you've got to soldier on
Sometimes even the right is wrong
They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day, we're gonna get out
Tonight maybe we're gonna run
Dreaming of the Osaka sun
Oh, oh,
Dreaming of when the morning comes
They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day the sun will come out
Oh,
Reign of love
I can't let it go
To the sea I offer
This heavy load
Locusts will
Lift me up
I'm just a prisoner
In a reign of love
Locusts will
Let us stop
I wish I'd spoken
To the reign of love
Reign of love
By the church, we're waiting
Reign of love
My knees go praying
How I wish
I'd spoken up
Or we'd be carried
On the reign of love"
246671,a-spell-a-rebel-yell,2008,coldplay,Rock,"As far as I can see
All time and circuitry
Is wrong
As far as poetry
Sit down and sing to me
A song
'Cause all I want in this world
All I want in this world
Is for you to come home
A spell, a rebel yell
A spell
Soldier, come home to me
You've been away from me
So long
All I want in this world
All I want and deserve
Is for you to come home
A spell, a rebel yell
A spell, a rebel yell
A spell, a rebel yell
A spell, a rebel yell
A spell, a rebel yell
A spell, a rebel yell
A spell, a rebel yell
A spell, a rebel yell"
246672,chinese-sleep-chant,2008,coldplay,Rock,"Fall asleep
Fall asleep
Sleep satisfied
Sleep satisfied
Fall asleep
Fall asleep
Sleep satisfied
Sleep satisfied
Sleep
Sleep
Sleep
Sleep
Sleep
Sleep satisfied
Sleep satisfied
Fall asleep
Fall asleep
Sleep satisfied
Sleep satisfied
Fall asleep
Fall asleep
Sleep satisfied
Sleep satisfied
Sleep
Sleep
Sleep
Sleep
Sleep
Sleep satisfied
Sleep satisfied"
246673,death-and-all-his-friends,2008,coldplay,Rock,"All winter we got carried away
Over on the rooftops, let's get married
All summer we just hurried
So come over, just be patient, and don't worry
So come over, just be patient, and don't worry
So come over, just be patient, and don't worry
And don't worry
Try
Try
Try
Try
No I don't want to battle from beginning to end
I don't want a cycle of recycled revenge
I don't want to follow Death and all of his friends
No I don't want to battle from beginning to end
I don't want a cycle of recycled revenge
I don't want to follow Death and all of his friends.
And, in the end, we lie awake, and we dream of making our escape.
And, in the end, we lie awake, and we dream of making our escape."
246674,now-my-feet-won-t-touch-the-ground,2008,coldplay,Rock,"Let me go boys, let me go
Push my bone from the highest cliff to the sea below
Rocks are waiting boys, rocks are waiting
Swoop down from the sky and catch me like the bird to prey
Now my feet won't touch the ground
Now my head won't stop
You wait a lifetime to be found
Now my feet won't touch the ground
Singing now my feet won't touch the ground
Now my head won't stop
You wait a lifetime to be found
Now my feet won't touch the ground
Now my feet won't touch the ground"
246675,prospeckt-s-march,2008,coldplay,Rock,"Smoke is rising from the houses
People Burying their dead
I ask somebody what the time is
But time doesn't matter to them yet
People talking without speaking
Trying to take what they can get
I ask you if you remember
Propekt, how could I forget?
Drums...
Here it comes...
Don't you wish that life could be as simple,
As fish swimming round in a barrel.
While you've got the gun?
Oh and I'll run
Here it comes...
We're just two little figures in a soup bowl
Trying to get behind a kind of control
When I wasn't one..."
246676,pour-me-live-at-the-hollywood-bowl,2008,coldplay,Rock,"Pour me, floatin' out to see
An opportunity that went by
Pour you, now what you gonna do?
Now what you gonna do? You just cry
Pour me, so blind I couldn't see
The flowers for the trees, I don't know why
Pour you, you split yourself in two
Now what you gonna do? You just cry
I hear you come nearer
I hear you but I don't understand
I hear you come nearer
I hear you but I don't understand
Pour me, floatin' out to see
An opportunity that went by
Pour you, now what you gonna do?
What you gonna do? You just cry
I hear you come nearer
I hear you but I don't understand
I hear you come nearer
I hear you but I don't understand
I don't understand
I don't understand
For feel ?
Strong at alley, I'm gonna feel it now
I'm gonna feel it now, sing, say, say"
246677,lovers-in-japan-osaka-sun-mix,2008,coldplay,Rock,"Lovers keep on the road your on
Runners until the race is run
Soldiers you've got to soldier on
Sometimes even right is wrong
They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day, were gonna get out
Tonight, maybe we're gonna run
Dreamin' of the Osaka sun
Ohh, ohh, ohhh
Dreamin' of when the morning comes
They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
But I have no doubt
One day, the sun will come out
Reign of love
I can't let go
To the sea I offer
This heavy load
Locusts will
Lift me up
I'm just a prisoner
In a reign of love
Locusts will
Let us stop
I wish I'd spoken
To the reign of love
Reign of love
By the church, we?re waiting
Reign of love
My knees go praying
How I wish
I'd spoken up
Or we'd be carried
In the reign of love"
246678,postcards-from-far-away,2008,coldplay,Rock,(instrumental)
246679,the-escapist,2008,coldplay,Rock,"And in the end
We lie awake
And we dream
We'll make an escape
And in the end
We lie awake
And we dream
We'll make an escape
Ooh?"
246680,poppy-fields,2008,coldplay,Rock,"Smoke is rising from the houses
People Burying their dead
I ask somebody what the time is
But time doesn't matter to them yet
People talking without speaking
Trying to take what they can get
I ask you if you remember
Propekt, how could I forget?
Drums
Here it comes
Don't you wish that life could be as simple,
As fish swimming round in a barrel.
When you've got the gun?
Oh and I'll run
Here it comes
We're just two little figures in a soup bowl
Trying to get the anaconda control
When I wasn't one"
